url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,2632,2420
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,2204,1995
/openvinotoolkit/openvino_notebooks,1935,983
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,823,443
/openvinotoolkit/openvino_notebooks/wiki/Windows,684,295
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,627,524
/openvinotoolkit/openvino_notebooks/pulls,485,30
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,333,210
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,298,182
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,271,162
