referrer,views_total,views_unique
Google,4724,980
docs.openvino.ai,3208,548
github.com,2653,364
notebooks.githubusercontent.com,1463,236
intel.com,1195,264
Bing,863,93
medium.com,591,120
isus.jp,241,18
docs.ultralytics.com,226,50
colab.research.google.com,177,38
