time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-12 00:00:00+00:00,816,71,4310,522
2024-04-13 00:00:00+00:00,79,31,1849,223
2024-04-14 00:00:00+00:00,362,34,1465,264
2024-04-15 00:00:00+00:00,230,73,4700,601
2024-04-16 00:00:00+00:00,568,67,5220,611
2024-04-17 00:00:00+00:00,530,92,6142,581
2024-04-18 00:00:00+00:00,464,84,4071,601
2024-04-19 00:00:00+00:00,586,68,4442,741
2024-04-20 00:00:00+00:00,87,41,1342,297
2024-04-21 00:00:00+00:00,71,37,1401,248
2024-04-22 00:00:00+00:00,293,73,3767,585
2024-04-23 00:00:00+00:00,313,75,3676,591
2024-04-24 00:00:00+00:00,316,75,4540,602
2024-04-25 00:00:00+00:00,360,65,4952,590
