url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/274-efficient-sam,15846,7843
/openvinotoolkit/openvino_notebooks/tree/main/notebooks/263-latent-consistency-models-image-generation,6624,3294
/openvinotoolkit/openvino_notebooks,2803,1301
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,2484,522
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,1017,331
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,818,240
/openvinotoolkit/openvino_notebooks/pulls,795,32
/openvinotoolkit/openvino_notebooks/wiki/Windows,713,403
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,600,219
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,515,170
