url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,800,550
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,353,198
/openvinotoolkit/openvino_notebooks/wiki/Windows,250,160
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/gemma4/gemma4.ipynb,239,132
/openvinotoolkit/openvino_notebooks/pulls,229,23
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,219,153
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/gemma4,135,78
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,134,103
/openvinotoolkit/openvino_notebooks/tree/latest,128,99
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,118,98
