url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,1312,778
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,587,303
/openvinotoolkit/openvino_notebooks/wiki/Windows,342,207
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,271,187
/openvinotoolkit/openvino_notebooks/tree/latest,232,132
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/llm-chatbot,198,165
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/vision-monodepth,197,155
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,190,82
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot-generate-api.ipynb,177,117
/openvinotoolkit/openvino_notebooks/pulls,154,42
