time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-04 00:00:00+00:00,241,22,5049,1447
2024-09-05 00:00:00+00:00,365,20,4783,1437
2024-09-06 00:00:00+00:00,159,27,3743,1176
2024-09-07 00:00:00+00:00,36,13,2414,972
2024-09-08 00:00:00+00:00,37,13,2558,1094
2024-09-09 00:00:00+00:00,234,29,4559,1327
2024-09-10 00:00:00+00:00,367,25,5787,1449
2024-09-11 00:00:00+00:00,320,25,4977,1413
2024-09-12 00:00:00+00:00,345,24,5577,1356
2024-09-13 00:00:00+00:00,234,26,4983,1265
2024-09-14 00:00:00+00:00,54,22,1696,346
2024-09-15 00:00:00+00:00,34,11,969,234
2024-09-16 00:00:00+00:00,297,22,2815,487
2024-09-17 00:00:00+00:00,333,17,3941,1329
