url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2280,1030
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,1176,1141
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,1074,1016
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,1009,421
/openvinotoolkit/openvino_notebooks/wiki/Windows,578,320
/openvinotoolkit/openvino_notebooks/pulls,463,35
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,358,246
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,298,217
/openvinotoolkit/openvino_notebooks/tree/latest,262,175
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,254,193
