url_path,views_total,views_unique
/openvinotoolkit/openvino_notebooks,2410,1243
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks,898,456
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/latent-consistency-models-image-generation,836,802
/openvinotoolkit/openvino_notebooks/wiki/Windows,795,352
/openvinotoolkit/openvino_notebooks/tree/latest/notebooks/efficient-sam,782,751
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/stable-video-diffusion/stable-video-diffusion.ipynb,574,458
/openvinotoolkit/openvino_notebooks/wiki/Ubuntu,309,169
/openvinotoolkit/openvino_notebooks/tree/latest,306,206
/openvinotoolkit/openvino_notebooks/blob/latest/notebooks/llm-chatbot/llm-chatbot.ipynb,295,193
/openvinotoolkit/openvino_notebooks/blob/latest/README.md,290,212
