referrer,views_total,views_unique
Google,2221,777
docs.openvino.ai,1267,421
github.com,993,272
notebooks.githubusercontent.com,619,202
statics.teams.cdn.office.net,316,96
Bing,305,76
intel.com,210,90
medium.com,194,80
acgmultimedia.com,123,7
chatgpt.com,122,52
